	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Clostridium	0	0.000210136	0.00013988	0	0	0	0	3.48E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0	0.000139792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0.001085548	0	0	0	0	0	3.49E-05	0	0	0.001118373	0	3.49E-05	0.000455757	0	0.000209959	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	6.99E-05	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0.000699864	0	3.49E-05	0
Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.48E-05	0	0	0	3.49E-05	0	6.99E-05	0.000139973	0	0.000210084	0.000104924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	7.01E-05	0	0	0	0	0
Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Clostridium	0	0.000595384	0.000244789	0	3.48E-05	0	0	0	6.97E-05	0	6.96E-05	7.00E-05	0	0.000384159	0	0.000139987	0	6.99E-05	0.000453895	0	0.00013987	0	0.000139509	0	0	0	3.49E-05	0.000209622	0	0	0	0	0	0	0	7.00E-05	0	6.99E-05	0.002799944	0.000175009	0.000489305	0.000174795	0.000243724	0.000104544	0.000209798	0.000174319	0.00013967	6.96E-05	0.000804871	0.000279759	0.000595447	0	0.000629173	6.99E-05	6.98E-05	0.000140056	3.50E-05	0.000244601	0.000315115	0.002064164	0.000104639	0.000175052	0.000735577	0.000313567	0.000523177	0.000174131	0.000104752	6.99E-05	0	3.49E-05	3.49E-05	0	0	3.49E-05	0	0	0	3.49E-05	0.000104818	3.49E-05	0	0	0	3.49E-05	3.50E-05	0	0	3.49E-05	7.01E-05	3.50E-05	0.000104822	0	3.50E-05	3.49E-05	0	6.98E-05	7.01E-05	3.50E-05	3.50E-05	3.50E-05	3.50E-05	0.000209849	7.02E-05	0	7.01E-05	3.49E-05	7.01E-05	3.50E-05	6.98E-05	3.50E-05	0	0	7.01E-05	7.01E-05	3.49E-05	0	7.01E-05	3.50E-05	3.50E-05	3.50E-05	3.49E-05	3.49E-05	3.50E-05	7.01E-05	3.50E-05	3.50E-05	7.01E-05	7.02E-05	3.50E-05	3.49E-05	3.49E-05	3.50E-05	0	0	7.01E-05	7.02E-05	3.50E-05	7.01E-05	3.49E-05	7.01E-05	3.49E-05	7.02E-05	3.50E-05	3.50E-05	7.01E-05	3.50E-05	0	0	3.50E-05	7.00E-05	3.50E-05	7.02E-05	7.02E-05	3.49E-05	6.99E-05	7.02E-05	6.99E-05	3.50E-05	7.01E-05	7.02E-05	7.01E-05	0	7.01E-05	3.50E-05	7.02E-05	7.01E-05	3.50E-05	6.99E-05	7.01E-05	7.02E-05	3.50E-05	7.01E-05	7.01E-05	7.02E-05	7.01E-05	7.01E-05	7.01E-05	3.50E-05	7.02E-05	6.99E-05	7.02E-05
Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000594905	0	0.00028021	0	0.000489356	0	0	0	0	0	0	0.000174929	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0.000174429	0	0.000595217	3.49E-05	0.000452536	0.00098077	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174825	0	0	0	0	0	0	0	0	0	0	0	0.000104932	0	0	0	0	0	0	0	0	0	3.49E-05	0	0.000315756	0	0	0	0	0	0	0	0	0.000140326	0	0
Corynebacterium	0	0	0.002098196	3.50E-05	0	0.000419331	0	0	0.000940504	6.99E-05	3.48E-05	0.000874646	0.00010488	0.003352658	0.000454148	0.000769931	0.000664429	0.001048878	6.98E-05	0.000733906	0.001643472	0.000105024	0.001290458	0	0	0	0.001397673	0.002725081	0.00017463	0.000139082	0	0.001258433	0	0.001748986	0	0.000455102	0.000279115	0.000908646	0.000139997	0.002555128	0.000594156	0.003705646	0	0.007387789	0.009091227	0	0.001676036	0	0.001259798	0.004091481	0	0	0.005278059	0	0.000838018	0	0	0	0	0.001994192	0	0	0.000665522	0.000487771	6.98E-05	0.001358222	0.009078529	0.000174654	3.48E-05	0.005306892	0.000384118	3.47E-05	3.47E-05	6.98E-05	3.48E-05	0.063043932	3.48E-05	6.98E-05	0.000174697	6.98E-05	3.48E-05	3.48E-05	0.026146069	6.98E-05	0.000140071	0.007038573	3.48E-05	6.98E-05	0.000140164	0.000140051	0.000174703	3.48E-05	0.00014011	0.018453151	3.47E-05	0.000174618	0.000140233	0.000104855	0.001189768	0.000140095	0.000140056	0.000384723	0.00280623	0.00167259	7.01E-05	0.001118099	0.002873463	0.001540778	0.002793979	0.002065031	0.0006965	0.000766657	7.01E-05	0.001821877	0.002616522	0	0.00161279	0.001225962	0.00245038	0.002766688	3.49E-05	3.49E-05	3.50E-05	7.01E-05	3.50E-05	3.50E-05	7.01E-05	7.02E-05	3.50E-05	3.49E-05	3.49E-05	3.50E-05	0	0	7.01E-05	7.02E-05	3.50E-05	7.01E-05	3.49E-05	7.01E-05	0.001779049	0.001368469	0.002625591	3.50E-05	7.01E-05	0.006013986	0	0	3.50E-05	0.003010677	3.50E-05	7.02E-05	7.02E-05	3.49E-05	6.99E-05	0.000982215	6.99E-05	0.002903113	7.01E-05	7.02E-05	7.01E-05	0	3.50E-05	3.50E-05	7.02E-05	7.01E-05	3.50E-05	6.99E-05	7.01E-05	7.02E-05	3.50E-05	7.01E-05	7.01E-05	0.002455882	7.01E-05	7.01E-05	7.01E-05	3.50E-05	7.02E-05	6.99E-05	7.02E-05
Curvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Defluvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Dehalobacterium	0	0	0	0	0	0	0	0	6.97E-05	0	0	0	0	0	0	0	0	0	0	0	0.00041961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048999	0	0	0.000279671	0	0	0	0.000313775	0	0	0	0	0.00028021	0	0.000139816	0	0	3.50E-05	0	6.99E-05	0	0.00041983	0	0.000105031	0	0	0	3.48E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.003886419	3.49E-05	0	0	0.006710237	0	3.49E-05	3.51E-05	0	0	0	0	0.000139899	3.51E-05	0	3.51E-05	0	3.50E-05	0	3.49E-05	0	0	0	3.51E-05	0	0	0	3.51E-05	0	0	0	0	0	0	3.50E-05	0	0	3.51E-05	3.51E-05	0	0	0	0	0	0	3.50E-05	3.51E-05	0	3.51E-05	0	3.51E-05	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.49E-05	0	3.51E-05	3.51E-05	3.51E-05	0	0	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.51E-05	0	3.51E-05	3.51E-05	3.51E-05	3.51E-05	3.50E-05	3.51E-05	0	3.51E-05	3.49E-05	3.51E-05
Deinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0.000315712	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104844	6.99E-05	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05
Dermabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Dermacoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Desulfobulbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0.000139801	6.99E-05	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0.00017507	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0.000139548	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Desulfomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000736454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001396941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0.000418133	0	0	0	0.000280102	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0.000350422	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0.000104858	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Dialister	3.50E-05	0.001050678	0.000349699	3.50E-05	0	0.00188699	3.50E-05	0	0.000487669	0.000139758	0	0.000314872	0.000244721	0.003317734	0.000139738	0.000139987	0.0236047	0.00013985	0.000244405	6.99E-05	6.99E-05	3.50E-05	0.000174386	3.49E-05	0	3.50E-05	0.002341102	0.000279496	0	0.000104312	0	0.003530604	0	0.000244858	0	0.000350079	0.002372479	0.000489271	3.50E-05	3.50E-05	0.000594156	3.50E-05	0	0	0.001818245	0	0.000104752	0	0.00031495	0.010700797	3.50E-05	3.50E-05	0.000594219	0	0	0.000140056	3.50E-05	0	3.50E-05	3.50E-05	0	3.50E-05	3.50E-05	0	0	0.003099533	0.000104752	0	0	0.000628448	0.000174599	0	0.000138927	0.000418644	0.000591922	0	0	0	0.000489151	0.000314103	0.000208623	0	0	0	0	0.000174222	0.000869263	0.000279086	0	0.000140051	3.49E-05	0	0.000525412	0.000349491	0	0	0.00077128	0	0.000314939	0.000420286	0.000805322	0.000104924	0	0.000104537	0.000175254	0	0.001016225	0.000210106	0.000593721	0.000770012	6.97E-05	0	0.000350508	0.000210217	0	0.000487533	0	0.000315247	0.000490076	0	0	0	0.000559773	0	0.001961334	0.000734882	0	0	0.001435624	0.000174672	0.000384078	0.00063012	0.000104479	0.000139218	0	0.000315756	0	0.0004559	0.000279359	0.000385613	0.000279067	0.000385978	0.000245055	0.000315236	0	0.00013986	0	0.000313534	0.000699888	0.000525118	0.000175125	0.000105259	0.000315734	0	0.000384253	0.000245554	0.000628733	0.000244841	0	0.000736816	0.00052602	0	0	0	0.00049109	0	0	0	0.000280475	0.00035084	0.000630208	0.000981492	0.000490798	0.000596428	0.00045582	0	0	0	0.000315734	0.000454228	0
Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0.000315214	0	0.000104924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0
Eikenella	3.50E-05	3.50E-05	0	0	0	0	3.50E-05	0	0	0.001292757	0	3.50E-05	0	0.003632046	0	3.50E-05	0.001154008	0.003181596	0	0.000244635	0	3.50E-05	0	0	0	3.50E-05	0.001851917	0.00125773	0.000838223	0	0	0.000244695	0	0.000664615	0	3.50E-05	0	0	3.50E-05	3.50E-05	0	0.000174795	0	0	0.00083919	0	0	0	3.50E-05	0.001818436	3.50E-05	0.001890028	0.001083575	0.000314454	0.001326862	0.000595238	3.50E-05	0	3.50E-05	3.50E-05	0	3.50E-05	3.50E-05	0	0	0	0.017563462	0.000279447	0	0	0	0	0	0.000174435	0	0	0.000243707	0	0.000663848	0	0	0	0.000557783	0	0	0	0.000452017	0	0	0.000490179	0.001222921	0	0	0	0	3.49E-05	0	0	0.000279945	0	0	0.000104924	0	0	0.000525762	0	0	0.000630318	0	0.000280004	0	0	0	0.000385397	0.000313983	0.000174119	0	0	0.000420065	0	0	0	0	0.000595697	0	0	0	0	0	0.000558952	0.000174581	0	0	0.000348044	0.000245261	0	0	0	0.000384118	0	0.000348833	0	0.000875197	0	0	0.00048951	0	0.000348371	0	0	0	0.001122768	0.000491142	0	0	0.000315712	0.001152677	0.000524659	0	0	0	0	0	0.000419434	0.000736635	0.000771361	0.00059451	0	0	0.000806933	0	0	0.000490798	0	0	0.00063065	0	0.00066487	0	0	0
